ID,YEAR,MONTH,DAY,HOUR,MINUTE,LATITUDE,LONGITUDE,LOCATION_NAME,COUNTRY,REGION,CAUSE,EVENT_VALIDITY,EQ_MAGNITUDE,EQ_DEPTH,TS_INTENSITY,DAMAGE_TOTAL_DESCRIPTION,HOUSES_TOTAL_DESCRIPTION,DEATHS_TOTAL_DESCRIPTION,URL,COMMENTS,eq,distance_to_city,city_name,city_pop,water_temp_change
5443,2010,4.0,13.0,,,-21.955,-157.92,"MANGAIA ISLAND, COOK ISLANDS",COOK ISLANDS,"E Coast Australia, New Zealand, South Pacific Is.",Unknown,Questionable Tsunami,,,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5443,"Mangaias Chief of Police, Aerenga Matapo, advised that the wave(s) inundated southern Mangaia one day after a tsunami information bulletin (pacific.2010.04.11.095237) was issued by the Pacific Tsunami Warning Centre on 11 April 2010. The tsunami information bulletin referred to a 68 km deep, Mw = 7.0 Solomon Islands (11 deg S, 161.1 deg E) earthquake that occurred at 09:53 UTC (11 April 2010, 11:53 p.m. Cook Islands time). The tsunami travel time from the Solomon Islands is around 6 h. In the absence of any other tsunami information and a lack of storm activity in the area at the time, it was thought that the wave that inundated the southern coast of Mangaia on the 13 April 2010 might have been related to the Solomon Islands earthquake (Aerenga Matapo, personal communication, September 2010).
<P>People in the village of Tamarua, close to the south coast, heard a wave(s) strike the southern cliffs early on the morning of the 13 April (Taoi Nooroa, personal  communication, September 2010). It is assumed that this was
around dawn because two fishermen, who were already out at sea beyond the fringing reef, were able to see the water
recede prior to inundation, although they did not observe
the subsequent runup (Allan Tuara, personal communication,
September 2010).
<P>Local resident Maki Tangimatiti keeps pigs along the
south coast and uses an old quarry road about 100150m inland to access the area. When he fed the animals
on the 12 April the surrounding coastal vegetation was
undisturbed, but on the following afternoon he found coral
boulders, uprooted pandanas trees (Pandanus tectorius) and
other vegetation washed inland as far as the road and adjacent to his pig enclosure. No large storms or waves had
struck the coast between 13 April and the time of the survey
in late-September (Maki Tangimatiti, personal communication,
September 2010). A reconnaissance survey along the
same quarry road, but from the southern end of Ivirua, found
that damage to coastal vegetation and deposition of coral debris extended over 4 km east of Site 1 (Taoi Nooroa, personal communication, September 2010).
<P>(above from reference #9427)",0.0,3105.7563952408186,Auckland,1606564,7.869
5342,2010,10.0,25.0,14.0,42.0,-3.487,100.082,SUMATRA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,7.8,20.0,,Extreme (~$25 million or more),Many (~101 to 1000 houses),Many (~101 to 1000 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5342,"At least 340 people killed and 330 missing from the earthquake and tsunami with maximum height of 7 meters. Felt (III) at Bukittinggi and Padang, Sumatra. Also felt at Bengkulu. Felt (II) in Singapore. Felt at Bangkok, Thailand. (reference #1053)
<P>Based on the latest data from local governments, the death toll is: North Pagai - 237 people lost their lives, South Pagai - 162 people, South Sipora - 23 people, and Sikakap - 9 people. At least 700 homes were damaged, in addition to community infrastructure such as schools and bridges. As many as 14,983 people are still displaced, with 8,394 people scattered throughout South Pagai, 2,793 people in North Pagai, 2,032 people in South Sipora, and 1,764 people in Sikakap. (reference #9135)
<P>Ferry Faisal, of the West Sumatra provincial disaster management agency, raised the official toll Thursday to 343 from 311 earlier in the day. He said 338 people are still missing. (reference #8935)
<P>A videographer, Carvallo managed to shoot the frenzied moments of panic inside the Macoroni Surf Resort on North Pagai. He estimated that two of the waves were at least 16 feet (5 meters) high. Early reports said there was only one wave that was 10 feet (3 meters) high, but some witnesses have since described one or more waves that were taller.
(reference #9000)
<P>The toll from the earthquake and the tsunami it spawned rose to 408 on Friday as officials found more bodies, and 303 people were still missing and feared swept out to sea, said Agus Prayitno of the West Sumatra provincial disaster management center. Officials say 13,000 survivors on the islands are homeless. Many were sorely in need of help, which the government was struggling to deliver. (reference #9001)
<P>Chairman of National Agency for Disaster Management Samsul Maarif told a parliamentary hearing that that flash flood in Wasior district of West Papua province has claimed 173, earthquake and tsunami hit Mentawai Islands in West Sumatra province have took 509 lives while volcano eruption of Mount Merapi in Yogyakarta and Central Java provinces claimed 322 people's lives. (reference #9095)
<P>The 7.7 magnitude earthquake that hit the islands on October 25 triggered a 3m high tsunami with waves slamming inland as far as 1km and reaching the roofs of houses in coastal villages on north and south Pagai islands, the worst hit areas. The government's national disaster taskforce says the tsunami claimed over 500 lives and left hundreds injured, with just over 11,400 people still out of their homes causing a total loss of nearly US$ 39 million. (reference #9282)
<P>The Mw 7.8 Mentawai earthquake of 25 October 2010 was a tsunami earthquake. It occurred seaward of the southern
Mentawai islands of Sumatra, Indonesia, and preceded a very large tsunami that caused substantial damage and 509 deaths [casualty information from Pusdalops PB Sumbar (the Disaster Management Operational Control Center for West Sumatra Province)]. Maximum measured tsunami runup was >16 m. Seismological solutions indicate a shallow dip, consistent with an origin on the Sunda megathrust... Along the west coast of the Mentawai Islands, from southern Siberut to the southern tip of South Pagai Island, tsunami heights generally ranged from 1 to 10 m with the strongest effects observed along the west coasts of North and South Pagai islands. Maximum tsunami heights were measured along the western shores of a string of small islands west of South Pagai. On one of these islands, Sibigau, we recorded a maximum runup of 16.9 m, with similar measurements of 12.6, 14.8 and 10.2 m recorded at locations nearby. It should be noted that these values are measurements of true runup height, i.e., the situation where the tsunami wave reaches a maximum elevation against topographical relief.(reference #10265)
<P>NOAA/PMEL <B><a href=""http://nctr.pmel.noaa.gov/indonesia20101025/"" target=""blank"">tsunami model results</a></B>",1.0,285.0445541701577,Padang,980455,7.869
4762,2010,4.0,13.0,,,-9.282,-77.645,"513 LAKE, HUALCAN GLACIER",PERU,West Coast of South America,Landslide,Event that only caused a seiche or disturbance in an inland river,,,,Limited (<$1 million),Few (~1 to 50 houses),Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/4762,"A huge glacier has broken off and plunged into a lake in Peru sparking a 23-meter high tsunami wave that destroyed a nearby town. The massive chunk of ice --called Hualcan glacier, it was around the size of four soccer fields -- tumbled into the '513 lake' in the Andes near Carhuaz, around 200 miles north of Lima. According to the Indeci civil defense institute, 50 homes have been destroyed. A water processing plant serving 60,000 local residents was also devastated when the wave struck on Sunday. Initially, six people were reported missing, feared dead under the debris -- but local governor Cesar Alvarez has said five of those have been found alive. Authorities evacuated mountain valleys, fearing more ice breakage after the tsunami, which are most commonly caused by earthquakes. Investigators have said the ice block from the Hualcan glacier measured 1,600 feet  by 650 feet. Patricio Vaderrama, a Peruvian glacier expert, said: ""The tsunami wave breached the lake's levees, which are 23m high -- meaning the wave was 23m high,"" or 75 feet. (reference #7015)",0.0,314.636388017832,Lima,10719188,7.869
4782,2010,2.0,26.0,20.0,31.0,25.93,128.425,RYUKYU ISLANDS,JAPAN,Japan,Earthquake,Probable Tsunami,7.0,25.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/4782,"Japan's Meteorological Agency issued a tsunami warning off Okinawa island, which was later lifted. Small waves of around 10 centimetres were recorded in southern areas of Okinawa island, the agency said, adding that additional minor surges of the sea level may still be seen near the island. (reference #7060)",1.0,653.4422876649828,Kagoshima,591042,7.36
5403,2010,12.0,25.0,13.0,16.0,-19.702,167.947,VANUATU ISLANDS,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.3,16.0,,Limited (<$1 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5403,"The quake generated a local tsunami that struck most of the western coastline of Tanna. No fatality occurred; 4 people were injured, 3 boats were displaced, 1 boat sank and few canoes displaced. (reference #12086)",1.0,1740.3095543168154,Gold Coast,699226,7.869
4822,2010,5.0,29.0,11.0,46.0,16.708,145.97,"SOUTH OF SARIGAN IS, N. MARIANA IS",USA TERRITORY,"E Coast Australia, New Zealand, South Pacific Is.",Volcano,Definite Tsunami,,,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/4822,"A volcanic eruption occurred on May 29, 2010 near Sarigan Island in the Commonwealth of the Northern Mariana Islands. The USGS reported an earthquake of magnitude 4.8 (16.42N 145.97E) at 1147 UTC which apparently coincided with the main eruption. The eruption is being attributed by the Alaska Volcanoes Observatory to a 300m deep seamount south of Sarigan Island.
<P>The NMI/USGS Volcano Activity Notice reports that observers on Sarigan Island ""reported hearing a loud explosion from the south and shortly thereafter receiving ash fall"". It was also reported that, according to satellite data, ash from this explosion reached at least 40,000 ft above sea level.
<P>The volcanic eruption produced a 3.66-cm amplitude tsunami measured at the US territory Saipan, Commonwealth of the Northern Mariana Islands (CNMI). The first arrival of the tsunami was 12:09 UTC  This tide gage is monitored by the Tsunami Warning Centers and is maintained by the U. Hawaii Sea Level Center.  Approximate tsunami travel time from the volcano to the tide gage at Saipan Island is 22 minutes.  
<P>(above from reference #7336)",0.0,2160.486341399267,Shizuoka,2922320,7.36
4763,2010,4.0,6.0,22.0,15.0,2.383,97.048,SUMATRA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,7.8,31.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/4763,,1.0,224.65523629932025,Medan,2337958,7.36
4722,2010,3.0,11.0,14.0,39.0,-34.29,-71.891,CENTRAL CHILE,CHILE,West Coast of South America,Earthquake,Definite Tsunami,6.9,11.0,,Limited (<$1 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/4722,,1.0,140.27242642132285,Valparaiso,983751,7.869
4902,2010,6.0,12.0,19.0,26.0,7.881,91.936,LITTLE NICOBAR ISLAND,INDIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,7.5,35.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/4902,,1.0,884.2686536130404,Medan,2337958,7.36
4542,2010,1.0,5.0,12.0,15.0,-9.019,157.55100000000002,SOLOMON ISLANDS,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,6.8,15.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/4542,,1.0,2096.9951645131014,Brisbane,2406182,7.869
4682,2010,2.0,27.0,6.0,34.0,-36.122,-72.898,CENTRAL CHILE,CHILE,West Coast of South America,Earthquake,Definite Tsunami,8.8,23.0,,Extreme (~$25 million or more),,Many (~101 to 1000 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/4682,"<P>There were no fatalities reported far from the epicenter, however, near the epicenter of the Chilean coast, official accounts indicate over 156 fatalities due to the tsunami. Preliminary measures of a Rapid Survey Team deployed the week after the event by UNESCO showed run-up measurements as high as 30 m with most common measurements between 6 and 10 m in the most affected area of the Chilean coast. (reference #9405)<P>The tsunami is believed responsible for much of the deaths and damage. The magnitude-8.8 quake - one of the strongest on record - and the tsunami that followed ravaged a 435-mile stretch of Chile's Pacific coast. In the coastal town of Constitucion, firefighters were looking for bodies of people swept away by the tsunami as they camped on Isla Orrego, an island in the mouth of the Maure River that flows through the city. Constitucion suffered perhaps the greatest loss of life in the disaster, in part because many people had come for carnival celebrations and were caught in huge waves that reached the central plaza. ""There were about 200 people in tents who disappeared"" on Isla Orrego, Fire Chief Miguel Reyes told The Associated Press. (ref. #6836)<P>Yet a large wave crashed later into the Chilean islands of Juan Fernandez, killing at least 8 people and leaving another 8 missing, the emergency office said. (ref. #6810)<P>While the Pacific basin was spared a major tsunami, there was major tsunami damage in Chile. In the coastal city of Talcahuano, where the surge reached nearly 5 m from peak to trough, a bizarre exchange took place: While even larger boats landed in the city centre, entire homes floated out to sea. 'The water swept aside everything that got in its way,' said a resident of the small town of Boyecura. A wall of water swept across the Chilean island of Robinson Crusoe, 670 km off the coast, destroying many buildings and sweeping 5 people out to sea. Eleven others were missing. The Chilean Navy admitted it failed to give adequate tsunami warning to Robinson Crusoe, which lies in the Chilean archipelago of Juan Fernandez. (ref. #6811)<P>Islanders in the Chilean archipelago of Juan Fernandez felt a slight tremor early Saturday, one just like any other of those they hardly take notice of, and they slept on. Over the course of the morning, they saw on television the damage that the massive quake had caused in the city of Concepcion and elsewhere on the southern Chilean mainland. And then officials started waiting for information about a possible tsunami, but it ever came. Instead, as they saw the sea starting to rise, they rushed to switch on the sirens - but it was too late for some. The tsunami killed 5 people on the island, while 14 remained missing a day later, a toll that may have been avoided had the tsunami-detection and warning mechanisms been in order, some say. Upon hearing the sirens, some of the 629 residents of the village of Juan Bautista on Robinson Crusoe Is ran to the hills with no time for salvage. A wall of water - possibly nearly 5 metres high - ravaged everything in its way. Within a few minutes, the scene of the adventures of Scottish sailor Alexander Selkirk - marooned on the island from 1704 to 1708, and immortalized in Daniel Defoe's novel Robinson Crusoe - had been razed to the ground. ""Everything that had been along that three-km stretch just disappeared,"" said Fernando Avaria, the first pilot to fly over the area after the disaster. The cemetery, the churches, sports facilities and the area's only school were reduced to planks of wood and broken glass. The buildings of the local authority simply disappeared. ""It was devastating, really out of a horror film,"" said Margot Salas, a local who toured the area with Chilean state television cameras almost 24 hours after the disaster. As the sea receded, Robinson Crusoe Is faced a new flood - one of despair. Mud covered everything within 3 km of the coast. (ref. #6812)",1.0,79.42180416408209,Concepcion,880722,7.869
4522,2010,1.0,3.0,21.0,48.0,-8.743,157.477,SOLOMON ISLANDS,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,6.6,26.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/4522,,1.0,2125.0727130993864,Brisbane,2406182,7.869
4523,2010,1.0,3.0,22.0,36.0,-8.799,157.346,SOLOMON ISLANDS,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.1,25.0,,Limited (<$1 million),Few (~1 to 50 houses),,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/4523,"<P><P><blockquote><i>Reference #6085:</i></blockquote>
<P>Photographs taken from police helicopters Tuesday showed debris lining the foreshore and damaged houses on the coasts of Rendova and Tetepare, as well as deep scars on hills and cliffs caused by landslides, he said. One village, Retavo, home to about 20 people, was reportedly completely inundated by a wall of sea water up to 10 feet (3 meters) high, but Makaa said no deaths or injuries had been reported there. Another disaster management official, Loti Yates, said earlier at least 16 houses were destroyed and 32 damaged in Baniata village on Rendova, an island some 190 miles (300 kilometers) from the capital, Honiara, where about 3,600 people live.
<P><blockquote><i>Reference #9465:</i></blockquote>
<P>Though spatially limited, the local tsunami wave heights up to 7 m were comparable to the much larger adjacent 2007 MW 8.1 earthquake. 
<P>Significant variations in tsunami impact was observed across Rendova and Tetepare Islands, with a maximum flow depth (7.5 m) and run-up (7 m) on the southern shores of Rendova (Fig. 3). Fortunately only two villages, Mbaniata and Retavo (299 and 10 inhabitants, respectively), were significantly inundated (up to 150 m from the coast), and only two minor injuries occurred while villagers were evacuating because of strong ground shaking. In Mbaniata 16 houses (compared to only four in 2007) and the entire village of Retavo were destroyed (Fig. S2). Tsunami wave heights from the 2010 event exceeded those from 2007 across most of the two islands. Further away, tsunami run-up over 1mwas documented at South Island (50 km east) and at Simbo Island (90 km west). Smaller tsunami waves (<1m) were observed throughout the New Georgia group including the south shores of Ranongga and Ghizo Islands.
<P>At most locations, the first wave arrived within 10 min of the earthquake. A second smaller wave shortly followed within another 10 min along the south coast of Rendova.",1.0,2116.0144946518835,Brisbane,2406182,7.869
